service_code,company_code,genre_code,prefecture_name,area_name,gift_code_amount_id,name,star,user_review_count,google_map_url,site_url,postal_code,address,tel,lat,lng,review_approval_email,portfolio_url,event_url,youtube_url,google_place_id
house-builder,,koumuten-term,神奈川県,三浦郡,,アシストホーム,,,https://maps.app.goo.gl/c4oAoBuk569PRkPH9,https://www.assisthome-wb.jp/,240-0111,神奈川県三浦郡葉山町一色499,468771127,35.2685481,139.5953574,,https://www.assisthome-wb.jp/works/,,,ChIJ0UzZojhHGGAR5H0HY2821y4
house-builder,,koumuten-term,神奈川県,横浜市,,アートテラスホーム,,,https://maps.app.goo.gl/Z6DUF9zfmdKjACZ86,https://www.arterracehome.jp,236-0051,神奈川県横浜市金沢区富岡東4丁目3−51,453743701,35.3712096,139.6338925,,,,,ChIJK7QAOlRBGGARn42flpoV6S4
house-builder,,"koumuten-term,architectural-design-term",神奈川県,鎌倉市,,イソダ,,,https://maps.app.goo.gl/BXA6HrrEhPBMYDXx5,https://www.isoda.co.jp/,248-0033,神奈川県鎌倉市腰越4-9-7,467319246,35.3108966,139.4945884,,https://www.isoda.co.jp/works/,https://www.isoda.co.jp/event/,,ChIJfXK2qBpPGGARqlxtg-gGqcg
house-builder,,koumuten-term,神奈川県,相模原市,,カキザワホームズ,,,https://maps.app.goo.gl/JFfrenaQMZKHyhuB7,https://kakizawa-sc.co.jp/,252-0225,神奈川県相模原市中央区緑が丘2-43-21,120631009,35.5471532,139.3807098,,https://kakizawa-sc.co.jp/cms/example,,,ChIJtRX-tqL9GGARmHsZgvYLGe0
house-builder,,koumuten-term,神奈川県,鎌倉市,,カマクラ工務店,,,https://maps.app.goo.gl/vgU6GoQ57oTbCMRB8,https://www.kamakura-koumuten.com/,248-0006,神奈川県鎌倉市小町2-15-7 ザ・パークハウス鎌倉 1F,0467385118,35.3201105,139.5504365,,https://kamakura-koumuten.com/case/,,,ChIJrRc2VsFFGGARLZWGf6i5jDo
house-builder,,koumuten-term,神奈川県,逗子市,,キリガヤ,,,https://maps.app.goo.gl/Qd9L6w88RMEvCrHM8,https://kirigaya.jp/,249-0002,神奈川県逗子市山の根1-2-35,0468730066,35.29860298,139.5767294,,,,,ChIJR96yloxGGGARnYxcALWeSAs
house-builder,,"koumuten-term,architectural-design-term,construction-company-term",神奈川県,藤沢市,,サンキホーム,,,https://maps.app.goo.gl/nAvQTSTAvKDCbuti9,https://www.sankihome.co.jp/,251-0043,神奈川県藤沢市辻堂元町4-15-17,0466333336,35.3311387,139.455604,,https://www.sankihome.co.jp/construct/,https://www.sankihome.co.jp/blog/event/,,ChIJC6IITeBPGGARqonnsMxb3MI
house-builder,,"koumuten-term,architectural-design-term",神奈川県,横浜市,,ジューテックホーム,,,https://maps.app.goo.gl/s3LPkDhCaA65oYdx8,https://www.jutec-home.jp/,224-0035,神奈川県横浜市都筑区新栄町4-1,0455953222,35.5386719,139.5934436,,https://www.jutec-home.jp/works/,,,ChIJLeeeOaRYGGARQF8Q0i4tAvs
house-builder,,"koumuten-term,architectural-design-term",神奈川県,厚木市,,タイセーハウジング,,,https://maps.app.goo.gl/YTRSstGuF2AzMXJGA,https://www.taise-housing.co.jp/,243-0018,神奈川県厚木市中町4-14-1 サクセス本厚木ビル4F,0462444888,35.43913606,139.3627342,,https://www.taise-housing.co.jp/Examples/chumon_index,,,ChIJvbufQLKqGWARODXhv00oZRQ
house-builder,,architectural-design-term,神奈川県,川崎市,,タマック,,,https://maps.app.goo.gl/V7JafLUei8Z4zbH1A,https://tamac-inc.co.jp/,214-0032,神奈川県川崎市多摩区枡形2-6-11,0120013709,35.6182857,139.5544184,,https://tamac-inc.co.jp/case_newly,https://tamac-inc.co.jp/event,,ChIJ45Jb5MLwGGAR9NE0mZkR-U4
house-builder,,"koumuten-term,construction-company-term",神奈川県,横須賀市,,ダイシンハウス,,,https://maps.app.goo.gl/BvzShFLnKCJq8ma76,https://www.daishinhousenew.com/,239-0807,神奈川県横須賀市根岸町3-11-5,0468368990,35.25039249,139.6834604,,https://www.daishinhousenew.com/works_index.html,,,ChIJWwvK_9I_GGARjru8FJCUJnk
house-builder,,"koumuten-term,architectural-design-term,real-estate-company-term,construction-company-term",神奈川県,小田原市,,ダイトー建設不動産（小田原店）,,,https://maps.app.goo.gl/UdBrkCzAfSYXgzQv5,https://www.dyto.jp/,250-0852,神奈川県小田原市栢山506-1 パストラル宮ノ上103,0465393388,35.3095478,139.143368,,https://www.dyto.jp/build_result/,https://www.dyto.jp/information/,,ChIJu1wco-umGWARHIkOPsXypPc
house-builder,,koumuten-term,神奈川県,平塚市,,ネスト,,,https://maps.app.goo.gl/9Hv9rgxUQfybvdNt6,https://nestec.jp/,254-0063,神奈川県平塚市諏訪町14番44号,0463361166,35.3375818,139.3295337,,https://nestec.jp/case/,,,ChIJ9wzzi_CsGWARrTZczmxWyJM
house-builder,,"koumuten-term,architectural-design-term",神奈川県,藤沢市,,バウムスタンフ,,,https://maps.app.goo.gl/8qFctcZrSXdRoNe68,https://www.baumstumpf.com/,251-0047,神奈川県藤沢市辻堂5丁目4番11-C号,0466340030,35.3299789,139.4491263,,https://www.baumstumpf.com/category/works/,https://www.baumstumpf.com/category/blog/,,ChIJmYLT_wVOGGARTM1Lt60Bzd0
house-builder,,"koumuten-term,architectural-design-term",神奈川県,南足柄市,,ビクトリーホーム,,,https://maps.app.goo.gl/dWQDPssRPPTdR61c7,https://victory-gp.jp/,250-0124,神奈川県南足柄市生駒361-5,0466738655,35.31299752,139.117104,,,,,ChIJtYN1-CmhGWARzS6bXH8L0MU
house-builder,,"architectural-design-term,construction-company-term",神奈川県,横浜市,,フローレンスガーデン,,,https://maps.app.goo.gl/8tKU5tapURakKzM47,https://www.florence-garden.com,225-0003,神奈川県横浜市青葉区新石川4-33-10,0459115300,35.568187,139.562375,,https://www.florence-garden.com/works_list/,https://www.florence-garden.com/showroom/,,ChIJ4QSZAXX3GGARIlsV8DtpuhQ
house-builder,,"koumuten-term,real-estate-company-term,construction-company-term",神奈川県,横浜市,,プロネット,,,https://maps.app.goo.gl/WvjBX8PXhY6RKbm78,https://www.pronet-home.com/,220-0023,神奈川県横浜市西区平沼1-3-17　宮方ビル2F,0452904610,35.4604853,139.6179711,,https://www.pronet-home.com/portfolio/,,,ChIJU_bUWlmNGGAR-FsD6324fXo
house-builder,,"koumuten-term,real-estate-company-term",神奈川県,藤沢市,,ホームスタイリング,,,https://maps.app.goo.gl/6vzVDYrSVXjZ9WH49,https://www.home-styling.co.jp/,251-0037,神奈川県藤沢市鵠沼海岸4丁目6-6,0466608146,35.3177677,139.4606241,,https://www.home-styling.co.jp/works/,https://www.home-styling.co.jp/event/,,ChIJnQ5o6GhOGGARPfF9qyxN53w
house-builder,,koumuten-term,神奈川県,藤沢市,,ラボワット,,,https://maps.app.goo.gl/hS7cqPvn7X3zRGMZ8,https://laboite.tv/,251-0035,神奈川県藤沢市片瀬海岸3丁目21,0466292448,35.3116738,139.4777826,,https://laboite.tv/works/pg5398437.html,,,ChIJm9cn4_hOGGARLsQcn1P6UoU
house-builder,,real-estate-company-term,神奈川県,小田原市,,ラ・ヴィータエステート,,,https://maps.app.goo.gl/9UrSidB8UHYM4RLh9,https://www.lavitaestate.com/,256-0815,神奈川県小田原市小八幡781-1,0465477878,35.2800826,139.1972972,,https://www.lavitaestate.com/lowcost/,,,ChIJsdhmZ9SlGWAR7DB-9DyPc4s
house-builder,,"koumuten-term,construction-company-term",神奈川県,小田原市,,三心,,,https://maps.app.goo.gl/Bd4Y75TztjiPm79F6,https://sannsin.com/,250-0055,神奈川県小田原市久野3067,0465310015,35.275149,139.1149393,,https://sannsin.com/works/,https://sannsin.com/news/,,ChIJvZfS8_6jGWARM3JByacAgLo
house-builder,,koumuten-term,神奈川県,横浜市,,三森工務店,,,https://maps.app.goo.gl/D3bSVHQbSQUMvu2XA,https://spanish-house.net/,222-0036,神奈川県横浜市港北区小机町3-1,0455347504,35.5110692,139.5817801,,,,,ChIJq6qmWJ4VGGARTSodj-h2onE
house-builder,,koumuten-term,神奈川県,相模原市,,三陽工務店,,,https://maps.app.goo.gl/cHjpCGmHUyUPQCCZ9,https://sanyoukoumuten.co.jp/,252-0304,神奈川県相模原市南区旭町11番8号,0427420293,35.5252903,139.4239867,,https://www.sanyoukoumuten.co.jp/caseall/case-ranking.html,https://www.sanyoukoumuten.co.jp/event/event.html,,ChIJo86BC8L-GGARBTK7gJn4NHI
house-builder,,"koumuten-term,construction-company-term",神奈川県,横浜市,,中山建設（家づくり工房kitote）,,,https://maps.app.goo.gl/4f1woPJDQmgv3DaK9,https://nakaken-nh.jp/,241-0806,神奈川県横浜市旭区下川井町2149-6,0459415336,35.48768708,139.5145513,,,,,ChIJERBuNHxYGGARgQ-5__XoVJM
house-builder,,koumuten-term,神奈川県,足柄上郡,,中川工務店,,,https://maps.app.goo.gl/kXnUq56rLzHZtVfu7,https://www.nakagawakoumuten.jp/,258-0029,神奈川県足柄上郡開成町みなみ5丁目5−１,0465437770,35.3196838,139.1222079,,https://www.nakagawakoumuten.jp/gallery,,,ChIJNaBO1SunGWAR6stK5bwfHRM
house-builder,,koumuten-term,神奈川県,川崎市,,丸晴工務店,,,https://maps.app.goo.gl/pu93pwSqz4cyxuiM7,https://www.marusei-j.co.jp/,214-0004,神奈川県川崎市多摩区菅馬場2-3-2,0449442007,35.62858465,139.539719,,,,,ChIJI-aRwYjwGGARvlJdc42gCkE
house-builder,,koumuten-term,神奈川県,大和市,,伊沢工務店,,,https://maps.app.goo.gl/SmTTbTN3G6R9bXBZ6,https://izawa-koumuten.co.jp/,242-0001,神奈川県大和市下鶴間2785-31,0462741199,35.4938872,139.4539416,,https://izawa-koumuten.co.jp/works/,https://izawa-koumuten.co.jp/event/,,ChIJbcVoYa_4GGARfXpc2bTlru8
house-builder,,"koumuten-term,architectural-design-term",神奈川県,厚木市,,優建築工房,,,https://maps.app.goo.gl/R1LSRrKiQyDdGE3R8,https://yukobo.jp/,243-0815,神奈川県厚木市妻田西1-20-8,0462944500,35.4589071,139.356196,,https://yukobo.jp/example/,,,ChIJh3WHExsAGWAREz52K6Z2jFE
house-builder,,"koumuten-term,construction-company-term,real-estate-company-term",神奈川県,相模原市,,創和建設,,,https://maps.app.goo.gl/sGRmeRrayo5M2w7B6,https://sowa-tm.jp/,252-0184,神奈川県相模原市緑区小渕1707,0426876400,35.5577819,139.2322306,,https://sowa-tm.jp/works/,https://sowa-tm.jp/archives/category/news,,ChIJS_uzqPAWGWARUGNhSWnUmFg
house-builder,,"koumuten-term,architectural-design-term",神奈川県,茅ヶ崎市,,加賀妻工務店,,,https://maps.app.goo.gl/GznA6JZKz2vtehqS8,https://www.kagatuma.co.jp/,253-0085,神奈川県茅ヶ崎市矢畑1395,0467871711,35.3413795,139.3969153,,https://www.kagatuma.co.jp/jirei.html,,,ChIJi2o-ZvFSGGARuuydX6eHOFE
house-builder,,"koumuten-term,architectural-design-term",神奈川県,横須賀市,,北村建築工房,,,https://maps.app.goo.gl/3xtoXAythuxHx5YcA,https://ki-kobo.jp/,237-0063,神奈川県横須賀市追浜東町2-13,0468654321,35.31389838,139.631057,,,,,ChIJS9AWFBZBGGART09Zw4DE7TU
house-builder,,"koumuten-term,construction-company-term",神奈川県,茅ヶ崎市,,大勝建設,,,https://maps.app.goo.gl/N5RrncEtcNvqRxNC7,https://www.daikatsu.plus/,253-0055,神奈川県茅ヶ崎市中海岸1丁目1-58,0467862600,35.3275237,139.4027732,,https://www.daikatsu.plus/works/,,,ChIJ6aOkhIdSGGARDqFAaKEHTsQ
house-builder,,"koumuten-term,construction-company-term",神奈川県,横浜市,,大栄建設,,,https://maps.app.goo.gl/vDa8waVd4aRJ9Bgw6,https://www.daiei-co.com/,236-0042,神奈川県横浜市金沢区釜利谷東6-5-53,0120816636,35.3430583,139.5705721,,https://www.daiei-co.com/example/ex_cat/shinchiku,https://www.ie-miru.jp/cms/yoyaku/990385,,ChIJoUxRY_ZDGGARTBVHngeypzM
house-builder,,"koumuten-term,architectural-design-term",神奈川県,三浦市,,奥山工務店,,,https://maps.app.goo.gl/MxpH3ku7mEGjXnSD8,https://www.okuyama-co.co.jp/,238-0101,神奈川県三浦市南下浦町上宮田1584番地,0120046898,35.1892853,139.6481444,,https://www.okuyama-co.co.jp/case/,,,ChIJ9bhZrtI9GGARtpQ9q1o4WvY
house-builder,,"koumuten-term,construction-company-term",神奈川県,茅ケ崎市,,富士建設,,,https://maps.app.goo.gl/5aNKBQb2T73TjjRE8,https://www.fujikensetsu.co.jp/,253-0041,神奈川県茅ケ崎市茅ヶ崎1丁目2番66号,0120853900,35.3324753,139.4002267,,https://www.fujikensetsu.co.jp/work/index01.html,https://www.fujikensetsu.co.jp/event/index.html,,ChIJXRQPcIlSGGARJB6bWEN57BY
house-builder,,"koumuten-term,architectural-design-term",大阪府,大阪市,,小林住宅,,,https://maps.app.goo.gl/tPATf64iuY4QhmLC6,https://dreamhome.co.jp,541-0046,大阪府大阪市中央区平野町2丁目4-9 淀屋橋PREX 6階,0667664830,34.6878323,135.5023715,,https://dreamhome.co.jp/voice/,,,ChIJLTQs2uPmAGARqCaA1w2DgEk
house-builder,,"koumuten-term,architectural-design-term",神奈川県,横浜市,,小泉木材,,,https://maps.app.goo.gl/U8NyJW21oKnsmP6k8,https://kizuki-home.co.jp/,224-0057,神奈川県横浜市都筑区川和町101番地,0459312801,35.51945849,139.5539028,,,,,ChIJO49qyg5cGGARbOiZbH4sLVs
house-builder,,"koumuten-term,house-builder-term,architectural-design-term,construction-company-term",神奈川県,大和市,,山下建設,,,https://maps.app.goo.gl/91iXrtByNEx3GYjb8,https://www.howz-yamaken.co.jp,242-0022,神奈川県大和市柳橋5丁目7−10,0462692111,35.45535566,139.4568121,,,,,ChIJcX9_SmNWGGARjYXa_Xgx6OU
house-builder,,koumuten-term,大阪府,大阪市,,岡本工務店,,,https://maps.app.goo.gl/dtvyKvRyvke6Roqb7,https://www.okmt-5610.co.jp,540-0027,大阪府大阪市中央区鎗屋町1丁目3−5 鎗屋町岡本ビル3階,0669417666,34.6826268,135.5123584,,https://www.okmt-5610.co.jp/works,https://www.okmt-5610.co.jp/event,,ChIJFwWhyunnAGARczCZIA2X5lU
house-builder,,koumuten-term,神奈川県,平塚市,,工藤工務店,,,https://maps.app.goo.gl/rM9FfzwZoLe6hqdh6,https://www.kudou-koumuten.co.jp/,254-0077,神奈川県平塚市東中原1丁目3ー62,0463374003,35.3524244,139.339266,,https://www.kudou-koumuten.co.jp/co_photo.html,,,ChIJl4OZUJSsGWARdYb1auLLJkY
house-builder,,"koumuten-term,construction-company-term",神奈川県,川崎市,,成建オーダーハウス,,,https://maps.app.goo.gl/bnZhg2qFsTW9Gys86,https://www.seiken-oh.jp/,216-0007,神奈川県川崎市宮前区小台2-6-6,0448560818,35.5845405,139.5785308,,https://www.seiken-oh.jp/case.html,,,ChIJVVVVFfD2GGARn1f-WYv1b2M
house-builder,,"koumuten-term,architectural-design-term",神奈川県,鎌倉市,,戸井田工務店,,,https://maps.app.goo.gl/FKChhe7FgiUGL5fm9,https://www.kamakura-standard.com/,248-0007,神奈川県鎌倉市大町5-5-9,0467247777,35.3092364,139.5571351,,,,,ChIJed3L4NdFGGARa8fTma0iClU
house-builder,,"koumuten-term,construction-company-term",神奈川県,秦野市,,新進建設,,,https://maps.app.goo.gl/86nxL86yDbbtfjuQ8,https://www.shinshin-homes.co.jp/,257-0012,神奈川県秦野市西大竹116-1,0463826014,35.3578689,139.2327611,,https://www.shinshin-homes.co.jp/works/,https://www.shinshin-homes.co.jp/event/,,ChIJH6Fvl_moGWARvuyTEfCTXAU
house-builder,,koumuten-term,神奈川県,横浜市,,木匠工務店,,,https://maps.app.goo.gl/4q16tjphhL3D9cnX7,https://www.mokusho.com/,227-0036,神奈川県横浜市青葉区奈良町1966-7,0459627854,35.5615326,139.4814681,,https://www.mokusho.com/works/,https://www.mokusho.com/event/,,ChIJreDNEXf5GGARUXbLPnVxBXk
house-builder,,"koumuten-term,construction-company-term,real-estate-company-term",神奈川県,小田原市,,杉崎工務店,,,https://maps.app.goo.gl/WbGt5T1kNCN2ggJs5,https://www.sugizaki-koumuten.jp/,250-0002,神奈川県小田原市寿町4丁目9-26,0465348914,35.2638323,139.1658408,,https://www.sugizaki-koumuten.jp/case/,,,ChIJTTFDxU_7GGARFVDhW3UxzXY
house-builder,,"koumuten-term,construction-company-term",神奈川県,茅ヶ崎市,,松尾建設,,,https://maps.app.goo.gl/Cm4u192DayvbipoB7,https://www.matsuokensetsu.co.jp,253-0054,神奈川県茅ヶ崎市東海岸南3丁目1−15 松尾パルデンス,0467857118,35.323191,139.4081437,,,,,ChIJ8YMRoH9SGGARE93kDy11Qtw
house-builder,,koumuten-term,神奈川県,伊勢原市,,柏木工務店,,,https://maps.app.goo.gl/58hwBVjingAkKPbQ8,https://www.kashiko-home.com/,259-1125,神奈川県伊勢原市下平間673,0463933195,35.384725,139.3195512,,https://www.kashiko-home.com/contents/category/gallery/,,,ChIJFadZ_aarGWARvfP7f-DwRtU
house-builder,,"koumuten-term,architectural-design-term",神奈川県,川崎市,,株式会社TERAAS,,,https://maps.app.goo.gl/J4KbAJPesGf9L8nYA,https://teraas.co.jp/,213-0033,神奈川県川崎市高津区下作延1-1-7 nokutica,0444001924,35.6008524,139.6060608,,,,,ChIJZ_VmeDz3GGARJvB2_a957hs
house-builder,,koumuten-term,大阪府,東大阪市,,株式会社じょぶ,,,https://maps.app.goo.gl/aFNgnwaLebk6beQ68,https://job-homes.com,578-0911,大阪府東大阪市中新開2-10-26,0120926117,34.6834534,135.6194821,,https://job-homes.com/works/,https://job-homes.com/events/,,ChIJPX53CEEgAWARXvPXi5ZuSUc
house-builder,,"koumuten-term,construction-company-term",神奈川県,川崎市,,株式会社ダイヤビルト,,,https://maps.app.goo.gl/9kYbBPmXUks3fkdp9,http://www.diabuilt.jp/,213-0015,神奈川県川崎市高津区梶ケ谷6丁目1-9 トライアングル梶ヶ谷 106,0447899001,35.5842865,139.6050261,,http://www.diabuilt.jp/#WORKS,,,ChIJ5RduCIf2GGAR8AxQdeZO_To
house-builder,,"koumuten-term,architectural-design-term",神奈川県,平塚市,,株式会社マイトレジャー,,,https://maps.app.goo.gl/cLqkvUm89A1qnu8j7,https://mytre.jp/,254-0077,神奈川県平塚市東中原1-6-6,0120000667,35.3555877,139.3395619,,https://mytre.jp/works/,,,ChIJoW-ojJasGWARd4X3pQ8glj0
house-builder,,koumuten-term,神奈川県,大和市,,根建工務店,,,https://maps.app.goo.gl/45qyB7mLcTndooPL9,https://www.nedate.jp/,242-0024,神奈川県大和市福田1-11-5,0462684061,35.4507146,139.4609858,,https://www.nedate.jp/works-gallery,,,ChIJAQC0vYtWGGARFdrB3E9a9vE
house-builder,,koumuten-term,神奈川県,小田原市,,江原工務店,,,https://maps.app.goo.gl/DEcmHR1o5bwjCy3i8,https://www.ebarakoumuten.co.jp/,250-0852,神奈川県小田原市栢山2723-1,0465381177,35.3119082,139.1400895,,https://www.ebarakoumuten.co.jp/story.html,https://www.ebarakoumuten.co.jp/event_kengakukai.html,,ChIJOWHN1ummGWARSDKwz5Z70mI
house-builder,,"koumuten-term,construction-company-term",大阪府,枚方市,,田原建設,,,https://maps.app.goo.gl/VQu3GajJb7T85qHZ8,https://www.tahara-k.jp,573-1105,大阪府枚方市南楠葉1丁目14-14 田原ビル3階,0728517500,34.8616689,135.6823698,,https://www.tahara-k.jp/works/,,,ChIJRZDilFsbAWARg-QAkvi4kso
house-builder,,koumuten-term,神奈川県,厚木市,,種市工務店,,,https://maps.app.goo.gl/CYFLNaKtPxN61BP86,https://www.taneichikoumuten.com/,243-0035,神奈川県厚木市愛甲1丁目24-32,0462479806,35.4217183,139.3364341,,https://www.taneichikoumuten.com/case/,,,ChIJ2az9s-yqGWARPFCz19qr-cg
house-builder,,"koumuten-term,architectural-design-term",神奈川県,横浜市,,竹駒工務店,,,https://maps.app.goo.gl/tqayWciyMkNMvWtH9,http://www.takekoma.co.jp/,226-0025,神奈川県横浜市緑区十日市場町866-9,0459837702,35.5258444,139.5083353,,http://www.takekoma.co.jp/works/works_new_top.html,,,ChIJL6oETRT4GGARQ05-H2liTYc
house-builder,,"koumuten-term,architectural-design-term,construction-company-term",神奈川県,川崎市,,自然素材ハウス（トミス建設）,,,https://maps.app.goo.gl/h5Xg7YtCVpXzmi9x8,https://natural-house.co.jp/,212-0015,神奈川県川崎市幸区柳町8-3,0445897112,35.5314543,139.6843636,,https://natural-house.co.jp/gallery/,https://natural-house.co.jp/event/,,ChIJZTBArrdfGGARS5vtfEI-2JE
house-builder,,"koumuten-term,construction-company-term",神奈川県,小田原市,,青木建設,,,https://maps.app.goo.gl/XN39evp1SxUuGxCb7,https://www.aoki-kensetu.jp/,256-0816,神奈川県小田原市酒匂1403,0465473321,35.2794687,139.1796484,,https://www.aoki-kensetu.jp/works/,,,ChIJMX_i8b2lGWARdY51GAJJlpE
house-builder,,koumuten-term,神奈川県,川崎市,,高山マテリアル株式会社,,,https://maps.app.goo.gl/Lf7gKTiCMDYLCgdx7,https://takayama-mt.co.jp/,211-0034,神奈川県川崎市中原区井田中ノ町28番2号,0447885156,35.5638427,139.6435417,,https://takayama-mt.co.jp/case,https://takayama-mt.co.jp/event,,ChIJ8cLBV4f1GGARtdCJJw4Dsi8
